iteration,current_objective,best_objective,current_total_weight
3568,23871,23871,2539
3569,23871,23871,2539
3570,23871,23871,2539
3571,23871,23871,2539
3572,23871,23871,2539
3573,23871,23871,2539
3574,23871,23871,2539
3575,23871,23871,2539
3576,23871,23871,2539
3577,23871,23871,2539
3578,23871,23871,2539
3579,23871,23871,2539
3580,23871,23871,2539
3581,23871,23871,2539
3582,23871,23871,2539
3583,23871,23871,2539
3584,23871,23871,2539
3585,23871,23871,2539
3586,23871,23871,2539
3587,23871,23871,2539
3588,23871,23871,2539
3589,23871,23871,2539
3590,23871,23871,2539
3591,23871,23871,2539
3592,23871,23871,2539
3593,23871,23871,2539
3594,23871,23871,2539
3595,23871,23871,2539
3596,23871,23871,2539
3597,23871,23871,2539
3598,23871,23871,2539
3599,23871,23871,2539
3600,23871,23871,2539
3601,23871,23871,2539
3602,23871,23871,2539
3603,23871,23871,2539
3604,23871,23871,2539
3605,23871,23871,2539
3606,23871,23871,2539
3607,23871,23871,2539
3608,23871,23871,2539
3609,23871,23871,2539
3610,23871,23871,2539
3611,23871,23871,2539
3612,23871,23871,2539
3613,23871,23871,2539
3614,23871,23871,2539
3615,23871,23871,2539
3616,23871,23871,2539
3617,23871,23871,2539
3618,23871,23871,2539
3619,23871,23871,2539
3620,23871,23871,2539
3621,23871,23871,2539
3622,23871,23871,2539
3623,23871,23871,2539
3624,23871,23871,2539
3625,23871,23871,2539
3626,23871,23871,2539
3627,23871,23871,2539
3628,23871,23871,2539
3629,23871,23871,2539
3630,23871,23871,2539
3631,23871,23871,2539
3632,23871,23871,2539
3633,23871,23871,2539
3634,23871,23871,2539
3635,23871,23871,2539
3636,23871,23871,2539
3637,23871,23871,2539
3638,23871,23871,2539
3639,23871,23871,2539
3640,23871,23871,2539
3641,23871,23871,2539
3642,23871,23871,2539
3643,23871,23871,2539
3644,23871,23871,2539
3645,23871,23871,2539
3646,23871,23871,2539
3647,23871,23871,2539
3648,23871,23871,2539
3649,23871,23871,2539
3650,23871,23871,2539
3651,23871,23871,2539
3652,23871,23871,2539
3653,23871,23871,2539
3654,23871,23871,2539
3655,23871,23871,2539
3656,23871,23871,2539
3657,23871,23871,2539
3658,23871,23871,2539
3659,23871,23871,2539
3660,23871,23871,2539
3661,23871,23871,2539
3662,23871,23871,2539
3663,23871,23871,2539
3664,23871,23871,2539
3665,23871,23871,2539
3666,23871,23871,2539
3667,23871,23871,2539
3668,23871,23871,2539
3669,23871,23871,2539
3670,23871,23871,2539
3671,23871,23871,2539
3672,23871,23871,2539
3673,23871,23871,2539
3674,23871,23871,2539
3675,23871,23871,2539
3676,23871,23871,2539
3677,23871,23871,2539
3678,23871,23871,2539
3679,23871,23871,2539
3680,23871,23871,2539
3681,23871,23871,2539
3682,23871,23871,2539
3683,23871,23871,2539
3684,23871,23871,2539
3685,23871,23871,2539
3686,23871,23871,2539
3687,23871,23871,2539
3688,23871,23871,2539
3689,23871,23871,2539
3690,23871,23871,2539
3691,23871,23871,2539
3692,23871,23871,2539
3693,23871,23871,2539
3694,23871,23871,2539
3695,23871,23871,2539
3696,23871,23871,2539
3697,23871,23871,2539
3698,23871,23871,2539
3699,23871,23871,2539
3700,23871,23871,2539
3701,23871,23871,2539
3702,23871,23871,2539
3703,23871,23871,2539
3704,23871,23871,2539
3705,23871,23871,2539
3706,23871,23871,2539
3707,23871,23871,2539
3708,23871,23871,2539
3709,23871,23871,2539
3710,23871,23871,2539
3711,23871,23871,2539
3712,23871,23871,2539
3713,23871,23871,2539
3714,23871,23871,2539
3715,23871,23871,2539
3716,23871,23871,2539
3717,23871,23871,2539
3718,23871,23871,2539
3719,23871,23871,2539
3720,23871,23871,2539
3721,23871,23871,2539
3722,23871,23871,2539
3723,23871,23871,2539
3724,23871,23871,2539
3725,23871,23871,2539
3726,23871,23871,2539
3727,23871,23871,2539
3728,23871,23871,2539
3729,23871,23871,2539
3730,23871,23871,2539
3731,23871,23871,2539
3732,23871,23871,2539
3733,23871,23871,2539
3734,23871,23871,2539
3735,23871,23871,2539
3736,23871,23871,2539
3737,23871,23871,2539
3738,23871,23871,2539
3739,23871,23871,2539
3740,23871,23871,2539
3741,23871,23871,2539
3742,23871,23871,2539
3743,23871,23871,2539
3744,23871,23871,2539
3745,23871,23871,2539
3746,23871,23871,2539
3747,23871,23871,2539
3748,23871,23871,2539
3749,23871,23871,2539
3750,23871,23871,2539
3751,23871,23871,2539
3752,23871,23871,2539
3753,23871,23871,2539
3754,23871,23871,2539
3755,23871,23871,2539
3756,23871,23871,2539
3757,23871,23871,2539
3758,23871,23871,2539
3759,23871,23871,2539
3760,23871,23871,2539
3761,23871,23871,2539
3762,23871,23871,2539
3763,23871,23871,2539
3764,23871,23871,2539
3765,23871,23871,2539
3766,23871,23871,2539
3767,23871,23871,2539
3768,23871,23871,2539
3769,23871,23871,2539
3770,23871,23871,2539
3771,23871,23871,2539
3772,23871,23871,2539
3773,23871,23871,2539
3774,23871,23871,2539
3775,23871,23871,2539
3776,23871,23871,2539
3777,23871,23871,2539
3778,23871,23871,2539
3779,23871,23871,2539
3780,23871,23871,2539
3781,23871,23871,2539
3782,23871,23871,2539
3783,23871,23871,2539
3784,23871,23871,2539
3785,23871,23871,2539
3786,23871,23871,2539
3787,23871,23871,2539
3788,23871,23871,2539
3789,23871,23871,2539
3790,23871,23871,2539
3791,23871,23871,2539
3792,23871,23871,2539
3793,23871,23871,2539
3794,23871,23871,2539
3795,23871,23871,2539
3796,23871,23871,2539
3797,23871,23871,2539
3798,23871,23871,2539
3799,23871,23871,2539
3800,23871,23871,2539
3801,23871,23871,2539
3802,23871,23871,2539
3803,23871,23871,2539
3804,23871,23871,2539
3805,23871,23871,2539
3806,23871,23871,2539
3807,23871,23871,2539
3808,23871,23871,2539
3809,23871,23871,2539
3810,23871,23871,2539
3811,23871,23871,2539
3812,23871,23871,2539
3813,23871,23871,2539
3814,23871,23871,2539
3815,23871,23871,2539
3816,23871,23871,2539
3817,23871,23871,2539
3818,23871,23871,2539
3819,23871,23871,2539
3820,23871,23871,2539
3821,23871,23871,2539
3822,23871,23871,2539
3823,23871,23871,2539
3824,23871,23871,2539
3825,23871,23871,2539
3826,23871,23871,2539
3827,23871,23871,2539
3828,23871,23871,2539
3829,23871,23871,2539
3830,23871,23871,2539
3831,23871,23871,2539
3832,23871,23871,2539
3833,23871,23871,2539
3834,23871,23871,2539
3835,23871,23871,2539
3836,23871,23871,2539
3837,23871,23871,2539
3838,23871,23871,2539
3839,23871,23871,2539
3840,23871,23871,2539
3841,23871,23871,2539
3842,23871,23871,2539
3843,23871,23871,2539
3844,23871,23871,2539
3845,23871,23871,2539
3846,23871,23871,2539
3847,23871,23871,2539
3848,23871,23871,2539
3849,23871,23871,2539
3850,23871,23871,2539
3851,23871,23871,2539
3852,23871,23871,2539
3853,23871,23871,2539
3854,23871,23871,2539
3855,23871,23871,2539
3856,23871,23871,2539
3857,23871,23871,2539
3858,23871,23871,2539
3859,23871,23871,2539
3860,23871,23871,2539
3861,23871,23871,2539
3862,23871,23871,2539
3863,23871,23871,2539
3864,23871,23871,2539
3865,23871,23871,2539
3866,23871,23871,2539
3867,23871,23871,2539
3868,23871,23871,2539
3869,23871,23871,2539
3870,23871,23871,2539
3871,23871,23871,2539
3872,23871,23871,2539
3873,23871,23871,2539
3874,23871,23871,2539
3875,23871,23871,2539
3876,23871,23871,2539
3877,23871,23871,2539
3878,23871,23871,2539
3879,23871,23871,2539
3880,23871,23871,2539
3881,23871,23871,2539
3882,23871,23871,2539
3883,23871,23871,2539
3884,23871,23871,2539
3885,23871,23871,2539
3886,23871,23871,2539
3887,23871,23871,2539
3888,23871,23871,2539
3889,23871,23871,2539
3890,23871,23871,2539
3891,23871,23871,2539
3892,23871,23871,2539
3893,23871,23871,2539
3894,23871,23871,2539
3895,23871,23871,2539
3896,23871,23871,2539
3897,23871,23871,2539
3898,23871,23871,2539
3899,23871,23871,2539
3900,23871,23871,2539
3901,23871,23871,2539
3902,23871,23871,2539
3903,23871,23871,2539
3904,23871,23871,2539
3905,23871,23871,2539
3906,23871,23871,2539
3907,23871,23871,2539
3908,23871,23871,2539
3909,23871,23871,2539
3910,23871,23871,2539
3911,23871,23871,2539
3912,23871,23871,2539
3913,23871,23871,2539
3914,23871,23871,2539
3915,23871,23871,2539
3916,23871,23871,2539
3917,23871,23871,2539
3918,23871,23871,2539
3919,23871,23871,2539
3920,23871,23871,2539
3921,23871,23871,2539
3922,23871,23871,2539
3923,23871,23871,2539
3924,23871,23871,2539
3925,23871,23871,2539
3926,23871,23871,2539
3927,23871,23871,2539
3928,23871,23871,2539
3929,23871,23871,2539
3930,23871,23871,2539
3931,23871,23871,2539
3932,23871,23871,2539
3933,23871,23871,2539
3934,23871,23871,2539
3935,23871,23871,2539
3936,23871,23871,2539
3937,23871,23871,2539
3938,23871,23871,2539
3939,23871,23871,2539
3940,23871,23871,2539
3941,23871,23871,2539
3942,23871,23871,2539
3943,23871,23871,2539
3944,23871,23871,2539
3945,23871,23871,2539
3946,23871,23871,2539
3947,23871,23871,2539
3948,23871,23871,2539
3949,23871,23871,2539
3950,23871,23871,2539
3951,23871,23871,2539
3952,23871,23871,2539
3953,23871,23871,2539
3954,23871,23871,2539
3955,23871,23871,2539
3956,23871,23871,2539
3957,23871,23871,2539
3958,23871,23871,2539
3959,23871,23871,2539
3960,23871,23871,2539
3961,23871,23871,2539
3962,23871,23871,2539
3963,23871,23871,2539
3964,23871,23871,2539
3965,23871,23871,2539
3966,23871,23871,2539
3967,23871,23871,2539
3968,23871,23871,2539
3969,23871,23871,2539
3970,23871,23871,2539
3971,23871,23871,2539
3972,23871,23871,2539
3973,23871,23871,2539
3974,23871,23871,2539
3975,23871,23871,2539
3976,23871,23871,2539
3977,23871,23871,2539
3978,23871,23871,2539
3979,23871,23871,2539
3980,23871,23871,2539
3981,23871,23871,2539
3982,23871,23871,2539
3983,23871,23871,2539
3984,23871,23871,2539
3985,23871,23871,2539
3986,23871,23871,2539
3987,23871,23871,2539
3988,23871,23871,2539
3989,23871,23871,2539
3990,23871,23871,2539
3991,23871,23871,2539
3992,23871,23871,2539
3993,23871,23871,2539
3994,23871,23871,2539
3995,23871,23871,2539
3996,23871,23871,2539
3997,23871,23871,2539
3998,23871,23871,2539
3999,23871,23871,2539
4000,23871,23871,2539
4001,23871,23871,2539
4002,23871,23871,2539
4003,23871,23871,2539
4004,23871,23871,2539
4005,23871,23871,2539
4006,23871,23871,2539
4007,23871,23871,2539
4008,23871,23871,2539
4009,23871,23871,2539
4010,23871,23871,2539
4011,23871,23871,2539
4012,23871,23871,2539
4013,23871,23871,2539
4014,23871,23871,2539
4015,23871,23871,2539
4016,23871,23871,2539
4017,23871,23871,2539
4018,23871,23871,2539
4019,23871,23871,2539
4020,23871,23871,2539
4021,23871,23871,2539
4022,23871,23871,2539
4023,23871,23871,2539
4024,23871,23871,2539
4025,23871,23871,2539
4026,23871,23871,2539
4027,23871,23871,2539
4028,23871,23871,2539
4029,23871,23871,2539
4030,23871,23871,2539
4031,23871,23871,2539
4032,23871,23871,2539
4033,23871,23871,2539
4034,23871,23871,2539
4035,23871,23871,2539
4036,23871,23871,2539
4037,23871,23871,2539
4038,23871,23871,2539
4039,23871,23871,2539
4040,23871,23871,2539
4041,23871,23871,2539
4042,23871,23871,2539
4043,23871,23871,2539
4044,23871,23871,2539
4045,23871,23871,2539
4046,23871,23871,2539
4047,23871,23871,2539
4048,23871,23871,2539
4049,23871,23871,2539
4050,23871,23871,2539
4051,23871,23871,2539
4052,23871,23871,2539
4053,23871,23871,2539
4054,23871,23871,2539
4055,23871,23871,2539
4056,23871,23871,2539
4057,23871,23871,2539
4058,23871,23871,2539
4059,23871,23871,2539
4060,23871,23871,2539
4061,23871,23871,2539
4062,23871,23871,2539
4063,23871,23871,2539
4064,23871,23871,2539
4065,23871,23871,2539
4066,23871,23871,2539
4067,23871,23871,2539
4068,23871,23871,2539
4069,23871,23871,2539
4070,23871,23871,2539
4071,23871,23871,2539
4072,23871,23871,2539
4073,23871,23871,2539
4074,23871,23871,2539
4075,23871,23871,2539
4076,23871,23871,2539
4077,23871,23871,2539
4078,23871,23871,2539
4079,23871,23871,2539
4080,23871,23871,2539
4081,23871,23871,2539
4082,23871,23871,2539
4083,23871,23871,2539
4084,23871,23871,2539
4085,23871,23871,2539
4086,23871,23871,2539
4087,23871,23871,2539
4088,23871,23871,2539
4089,23871,23871,2539
4090,23871,23871,2539
4091,23871,23871,2539
4092,23871,23871,2539
4093,23871,23871,2539
4094,23871,23871,2539
4095,23871,23871,2539
4096,23871,23871,2539
4097,23871,23871,2539
4098,23871,23871,2539
4099,23871,23871,2539
4100,23871,23871,2539
4101,23871,23871,2539
4102,23871,23871,2539
4103,23871,23871,2539
4104,23871,23871,2539
4105,23871,23871,2539
4106,23871,23871,2539
4107,23871,23871,2539
4108,23871,23871,2539
4109,23871,23871,2539
4110,23871,23871,2539
4111,23871,23871,2539
4112,23871,23871,2539
4113,23871,23871,2539
4114,23871,23871,2539
4115,23871,23871,2539
4116,23871,23871,2539
4117,23871,23871,2539
4118,23871,23871,2539
4119,23871,23871,2539
4120,23871,23871,2539
4121,23871,23871,2539
4122,23871,23871,2539
4123,23871,23871,2539
4124,23871,23871,2539
4125,23871,23871,2539
4126,23871,23871,2539
4127,23871,23871,2539
4128,23871,23871,2539
4129,23871,23871,2539
4130,23871,23871,2539
4131,23871,23871,2539
4132,23871,23871,2539
4133,23871,23871,2539
4134,23871,23871,2539
4135,23871,23871,2539
4136,23871,23871,2539
4137,23871,23871,2539
4138,23871,23871,2539
4139,23871,23871,2539
4140,23871,23871,2539
4141,23871,23871,2539
4142,23871,23871,2539
4143,23871,23871,2539
4144,23871,23871,2539
4145,23871,23871,2539
4146,23871,23871,2539
4147,23871,23871,2539
4148,23871,23871,2539
4149,23871,23871,2539
4150,23871,23871,2539
4151,23871,23871,2539
4152,23871,23871,2539
4153,23871,23871,2539
4154,23871,23871,2539
4155,23871,23871,2539
4156,23871,23871,2539
4157,23871,23871,2539
4158,23871,23871,2539
4159,23871,23871,2539
4160,23871,23871,2539
4161,23871,23871,2539
4162,23871,23871,2539
4163,23871,23871,2539
4164,23871,23871,2539
4165,23871,23871,2539
4166,23871,23871,2539
4167,23871,23871,2539
4168,23871,23871,2539
4169,23871,23871,2539
4170,23871,23871,2539
4171,23871,23871,2539
4172,23871,23871,2539
4173,23871,23871,2539
4174,23871,23871,2539
4175,23871,23871,2539
4176,23871,23871,2539
4177,23871,23871,2539
4178,23871,23871,2539
4179,23871,23871,2539
4180,23871,23871,2539
4181,23871,23871,2539
4182,23871,23871,2539
4183,23871,23871,2539
4184,23871,23871,2539
4185,23871,23871,2539
4186,23871,23871,2539
4187,23871,23871,2539
4188,23871,23871,2539
4189,23871,23871,2539
4190,23871,23871,2539
4191,23871,23871,2539
4192,23871,23871,2539
4193,23871,23871,2539
4194,23871,23871,2539
4195,23871,23871,2539
4196,23871,23871,2539
4197,23871,23871,2539
4198,23871,23871,2539
4199,23871,23871,2539
4200,23871,23871,2539
4201,23871,23871,2539
4202,23871,23871,2539
4203,23871,23871,2539
4204,23871,23871,2539
4205,23871,23871,2539
4206,23871,23871,2539
4207,23871,23871,2539
4208,23871,23871,2539
4209,23871,23871,2539
4210,23871,23871,2539
4211,23871,23871,2539
4212,23871,23871,2539
4213,23871,23871,2539
4214,23871,23871,2539
4215,23871,23871,2539
4216,23871,23871,2539
4217,23871,23871,2539
4218,23871,23871,2539
4219,23871,23871,2539
4220,23871,23871,2539
4221,23871,23871,2539
4222,23871,23871,2539
4223,23871,23871,2539
4224,23871,23871,2539
4225,23871,23871,2539
4226,23871,23871,2539
4227,23871,23871,2539
4228,23871,23871,2539
4229,23871,23871,2539
4230,23871,23871,2539
4231,23871,23871,2539
4232,23871,23871,2539
4233,23871,23871,2539
4234,23871,23871,2539
4235,23871,23871,2539
4236,23871,23871,2539
4237,23871,23871,2539
4238,23871,23871,2539
4239,23871,23871,2539
4240,23871,23871,2539
4241,23871,23871,2539
4242,23871,23871,2539
4243,23871,23871,2539
4244,23871,23871,2539
4245,23871,23871,2539
4246,23871,23871,2539
4247,23871,23871,2539
4248,23871,23871,2539
4249,23871,23871,2539
4250,23871,23871,2539
4251,23871,23871,2539
4252,23871,23871,2539
4253,23871,23871,2539
4254,23871,23871,2539
4255,23871,23871,2539
4256,23871,23871,2539
4257,23871,23871,2539
4258,23871,23871,2539
4259,23871,23871,2539
4260,23871,23871,2539
4261,23871,23871,2539
4262,23871,23871,2539
4263,23871,23871,2539
4264,23871,23871,2539
4265,23871,23871,2539
4266,23871,23871,2539
4267,23871,23871,2539
4268,23871,23871,2539
4269,23871,23871,2539
4270,23871,23871,2539
4271,23871,23871,2539
4272,23871,23871,2539
4273,23871,23871,2539
4274,23871,23871,2539
4275,23871,23871,2539
4276,23871,23871,2539
4277,23871,23871,2539
4278,23871,23871,2539
4279,23871,23871,2539
4280,23871,23871,2539
4281,23871,23871,2539
4282,23871,23871,2539
4283,23871,23871,2539
4284,23871,23871,2539
4285,23871,23871,2539
4286,23871,23871,2539
4287,23871,23871,2539
4288,23871,23871,2539
4289,23871,23871,2539
4290,23871,23871,2539
4291,23871,23871,2539
4292,23871,23871,2539
4293,23871,23871,2539
4294,23871,23871,2539
4295,23871,23871,2539
4296,23871,23871,2539
4297,23871,23871,2539
4298,23871,23871,2539
4299,23871,23871,2539
4300,23871,23871,2539
4301,23871,23871,2539
4302,23871,23871,2539
4303,23871,23871,2539
4304,23871,23871,2539
4305,23871,23871,2539
4306,23871,23871,2539
4307,23871,23871,2539
4308,23871,23871,2539
4309,23871,23871,2539
4310,23871,23871,2539
4311,23871,23871,2539
4312,23871,23871,2539
4313,23871,23871,2539
4314,23871,23871,2539
4315,23871,23871,2539
4316,23871,23871,2539
4317,23871,23871,2539
4318,23871,23871,2539
4319,23871,23871,2539
4320,23871,23871,2539
4321,23871,23871,2539
4322,23871,23871,2539
4323,23871,23871,2539
4324,23871,23871,2539
4325,23871,23871,2539
4326,23871,23871,2539
4327,23871,23871,2539
4328,23871,23871,2539
4329,23871,23871,2539
4330,23871,23871,2539
4331,23871,23871,2539
4332,23871,23871,2539
4333,23871,23871,2539
4334,23871,23871,2539
4335,23871,23871,2539
4336,23871,23871,2539
4337,23871,23871,2539
4338,23871,23871,2539
4339,23871,23871,2539
4340,23871,23871,2539
4341,23871,23871,2539
4342,23871,23871,2539
4343,23871,23871,2539
4344,23871,23871,2539
4345,23871,23871,2539
4346,23871,23871,2539
4347,23871,23871,2539
4348,23871,23871,2539
4349,23871,23871,2539
4350,23871,23871,2539
4351,23871,23871,2539
4352,23871,23871,2539
4353,23871,23871,2539
4354,23871,23871,2539
4355,23871,23871,2539
4356,23871,23871,2539
4357,23871,23871,2539
4358,23871,23871,2539
4359,23871,23871,2539
4360,23871,23871,2539
4361,23871,23871,2539
4362,23871,23871,2539
4363,23871,23871,2539
4364,23871,23871,2539
4365,23871,23871,2539
4366,23871,23871,2539
4367,23871,23871,2539
4368,23871,23871,2539
4369,23871,23871,2539
4370,23871,23871,2539
4371,23871,23871,2539
4372,23871,23871,2539
4373,23871,23871,2539
4374,23871,23871,2539
4375,23871,23871,2539
4376,23871,23871,2539
4377,23871,23871,2539
4378,23871,23871,2539
4379,23871,23871,2539
4380,23871,23871,2539
4381,23871,23871,2539
4382,23871,23871,2539
4383,23871,23871,2539
4384,23871,23871,2539
4385,23871,23871,2539
4386,23871,23871,2539
4387,23871,23871,2539
4388,23871,23871,2539
4389,23871,23871,2539
4390,23871,23871,2539
4391,23871,23871,2539
4392,23871,23871,2539
4393,23871,23871,2539
4394,23871,23871,2539
4395,23871,23871,2539
4396,23871,23871,2539
4397,23871,23871,2539
4398,23871,23871,2539
4399,23871,23871,2539
4400,23871,23871,2539
4401,23871,23871,2539
4402,23871,23871,2539
4403,23871,23871,2539
4404,23871,23871,2539
4405,23871,23871,2539
4406,23871,23871,2539
4407,23871,23871,2539
4408,23871,23871,2539
4409,23871,23871,2539
4410,23871,23871,2539
4411,23871,23871,2539
4412,23871,23871,2539
4413,23871,23871,2539
4414,23871,23871,2539
4415,23871,23871,2539
4416,23871,23871,2539
4417,23871,23871,2539
4418,23871,23871,2539
4419,23871,23871,2539
4420,23871,23871,2539
4421,23871,23871,2539
4422,23871,23871,2539
4423,23871,23871,2539
4424,23871,23871,2539
4425,23871,23871,2539
4426,23871,23871,2539
4427,23871,23871,2539
4428,23871,23871,2539
4429,23871,23871,2539
4430,23871,23871,2539
4431,23871,23871,2539
4432,23871,23871,2539
4433,23871,23871,2539
4434,23871,23871,2539
4435,23871,23871,2539
4436,23871,23871,2539
4437,23871,23871,2539
4438,23871,23871,2539
4439,23871,23871,2539
4440,23871,23871,2539
4441,23871,23871,2539
4442,23871,23871,2539
4443,23871,23871,2539
4444,23871,23871,2539
4445,23871,23871,2539
4446,23871,23871,2539
4447,23871,23871,2539
4448,23871,23871,2539
4449,23871,23871,2539
4450,23871,23871,2539
4451,23871,23871,2539
4452,23871,23871,2539
4453,23871,23871,2539
4454,23871,23871,2539
4455,23871,23871,2539
4456,23871,23871,2539
4457,23871,23871,2539
4458,23871,23871,2539
4459,23871,23871,2539
4460,23871,23871,2539
4461,23871,23871,2539
4462,23871,23871,2539
4463,23871,23871,2539
4464,23871,23871,2539
4465,23871,23871,2539
4466,23871,23871,2539
4467,23871,23871,2539
4468,23871,23871,2539
4469,23871,23871,2539
4470,23871,23871,2539
4471,23871,23871,2539
4472,23871,23871,2539
4473,23871,23871,2539
4474,23871,23871,2539
4475,23871,23871,2539
4476,23871,23871,2539
4477,23871,23871,2539
4478,23871,23871,2539
4479,23871,23871,2539
4480,23871,23871,2539
4481,23871,23871,2539
4482,23871,23871,2539
4483,23871,23871,2539
4484,23871,23871,2539
4485,23871,23871,2539
4486,23871,23871,2539
4487,23871,23871,2539
4488,23871,23871,2539
4489,23871,23871,2539
4490,23871,23871,2539
4491,23871,23871,2539
4492,23871,23871,2539
4493,23871,23871,2539
4494,23871,23871,2539
4495,23871,23871,2539
4496,23871,23871,2539
4497,23871,23871,2539
4498,23871,23871,2539
4499,23871,23871,2539
4500,23871,23871,2539
4501,23871,23871,2539
4502,23871,23871,2539
4503,23871,23871,2539
4504,23871,23871,2539
4505,23871,23871,2539
4506,23871,23871,2539
4507,23871,23871,2539
4508,23871,23871,2539
4509,23871,23871,2539
4510,23871,23871,2539
4511,23871,23871,2539
4512,23871,23871,2539
4513,23871,23871,2539
4514,23871,23871,2539
4515,23871,23871,2539
4516,23871,23871,2539
4517,23871,23871,2539
4518,23871,23871,2539
4519,23871,23871,2539
4520,23871,23871,2539
4521,23871,23871,2539
4522,23871,23871,2539
4523,23871,23871,2539
4524,23871,23871,2539
4525,23871,23871,2539
4526,23871,23871,2539
4527,23871,23871,2539
4528,23871,23871,2539
4529,23871,23871,2539
4530,23871,23871,2539
4531,23871,23871,2539
4532,23871,23871,2539
4533,23871,23871,2539
4534,23871,23871,2539
4535,23871,23871,2539
4536,23871,23871,2539
4537,23871,23871,2539
4538,23871,23871,2539
4539,23871,23871,2539
4540,23871,23871,2539
4541,23871,23871,2539
4542,23871,23871,2539
4543,23871,23871,2539
4544,23871,23871,2539
4545,23871,23871,2539
4546,23871,23871,2539
4547,23871,23871,2539
4548,23871,23871,2539
4549,23871,23871,2539
4550,23871,23871,2539
4551,23871,23871,2539
4552,23871,23871,2539
4553,23871,23871,2539
4554,23871,23871,2539
4555,23871,23871,2539
4556,23871,23871,2539
4557,23871,23871,2539
4558,23871,23871,2539
4559,23871,23871,2539
4560,23871,23871,2539
4561,23871,23871,2539
4562,23871,23871,2539
4563,23871,23871,2539
4564,23871,23871,2539
4565,23871,23871,2539
4566,23871,23871,2539
4567,23871,23871,2539
4568,23871,23871,2539
4569,23871,23871,2539
4570,23871,23871,2539
4571,23871,23871,2539
4572,23871,23871,2539
4573,23871,23871,2539
4574,23871,23871,2539
4575,23871,23871,2539
4576,23871,23871,2539
4577,23871,23871,2539
4578,23871,23871,2539
4579,23871,23871,2539
4580,23871,23871,2539
4581,23871,23871,2539
4582,23871,23871,2539
4583,23871,23871,2539
4584,23871,23871,2539
4585,23871,23871,2539
4586,23871,23871,2539
4587,23871,23871,2539
4588,23871,23871,2539
4589,23871,23871,2539
4590,23871,23871,2539
4591,23871,23871,2539
4592,23871,23871,2539
4593,23871,23871,2539
4594,23871,23871,2539
4595,23871,23871,2539
4596,23871,23871,2539
4597,23871,23871,2539
4598,23871,23871,2539
4599,23871,23871,2539
4600,23871,23871,2539
4601,23871,23871,2539
4602,23871,23871,2539
4603,23871,23871,2539
4604,23871,23871,2539
4605,23871,23871,2539
4606,23871,23871,2539
4607,23871,23871,2539
4608,23871,23871,2539
4609,23871,23871,2539
4610,23871,23871,2539
4611,23871,23871,2539
4612,23871,23871,2539
4613,23871,23871,2539
4614,23871,23871,2539
4615,23871,23871,2539
4616,23871,23871,2539
4617,23871,23871,2539
4618,23871,23871,2539
4619,23871,23871,2539
4620,23871,23871,2539
4621,23871,23871,2539
4622,23871,23871,2539
4623,23871,23871,2539
4624,23871,23871,2539
4625,23871,23871,2539
4626,23871,23871,2539
4627,23871,23871,2539
4628,23871,23871,2539
4629,23871,23871,2539
4630,23871,23871,2539
4631,23871,23871,2539
4632,23871,23871,2539
4633,23871,23871,2539
4634,23871,23871,2539
4635,23871,23871,2539
4636,23871,23871,2539
4637,23871,23871,2539
4638,23871,23871,2539
4639,23871,23871,2539
4640,23871,23871,2539
4641,23871,23871,2539
4642,23871,23871,2539
4643,23871,23871,2539
4644,23871,23871,2539
4645,23871,23871,2539
4646,23871,23871,2539
4647,23871,23871,2539
4648,23871,23871,2539
4649,23871,23871,2539
4650,23871,23871,2539
4651,23871,23871,2539
4652,23871,23871,2539
4653,23871,23871,2539
4654,23871,23871,2539
4655,23871,23871,2539
4656,23871,23871,2539
4657,23871,23871,2539
4658,23871,23871,2539
4659,23871,23871,2539
4660,23871,23871,2539
4661,23871,23871,2539
4662,23871,23871,2539
4663,23871,23871,2539
4664,23871,23871,2539
4665,23871,23871,2539
4666,23871,23871,2539
4667,23871,23871,2539
4668,23871,23871,2539
4669,23871,23871,2539
4670,23871,23871,2539
4671,23871,23871,2539
4672,23871,23871,2539
4673,23871,23871,2539
4674,23871,23871,2539
4675,23871,23871,2539
4676,23871,23871,2539
4677,23871,23871,2539
4678,23871,23871,2539
4679,23871,23871,2539
4680,23871,23871,2539
4681,23871,23871,2539
4682,23871,23871,2539
4683,23871,23871,2539
4684,23871,23871,2539
4685,23871,23871,2539
4686,23871,23871,2539
4687,23871,23871,2539
4688,23871,23871,2539
4689,23871,23871,2539
4690,23871,23871,2539
4691,23871,23871,2539
4692,23871,23871,2539
4693,23871,23871,2539
4694,23871,23871,2539
4695,23871,23871,2539
4696,23871,23871,2539
4697,23871,23871,2539
4698,23871,23871,2539
4699,23871,23871,2539
4700,23871,23871,2539
4701,23871,23871,2539
4702,23871,23871,2539
4703,23871,23871,2539
4704,23871,23871,2539
4705,23871,23871,2539
4706,23871,23871,2539
4707,23871,23871,2539
4708,23871,23871,2539
4709,23871,23871,2539
4710,23871,23871,2539
4711,23871,23871,2539
4712,23871,23871,2539
4713,23871,23871,2539
4714,23871,23871,2539
4715,23871,23871,2539
4716,23871,23871,2539
4717,23871,23871,2539
4718,23871,23871,2539
4719,23871,23871,2539
4720,23871,23871,2539
4721,23871,23871,2539
4722,23871,23871,2539
4723,23871,23871,2539
4724,23871,23871,2539
4725,23871,23871,2539
4726,23871,23871,2539
4727,23871,23871,2539
4728,23871,23871,2539
4729,23871,23871,2539
4730,23871,23871,2539
4731,23871,23871,2539
