iteration,current_objective,best_objective
16468,27186,27186
16469,27186,27186
16470,27186,27186
16471,27186,27186
16472,27186,27186
16473,27186,27186
16474,27186,27186
16475,27186,27186
16476,27186,27186
16477,27186,27186
16478,27186,27186
16479,27186,27186
16480,27186,27186
16481,27186,27186
16482,27186,27186
16483,27186,27186
16484,27186,27186
16485,27186,27186
16486,27186,27186
16487,27186,27186
16488,27186,27186
16489,27186,27186
16490,27186,27186
16491,27186,27186
16492,27186,27186
16493,27186,27186
16494,27186,27186
16495,27186,27186
16496,27186,27186
16497,27186,27186
16498,27186,27186
16499,27186,27186
16500,27186,27186
16501,27186,27186
16502,27186,27186
16503,27186,27186
16504,27186,27186
16505,27186,27186
16506,27186,27186
16507,27186,27186
16508,27186,27186
16509,27186,27186
16510,27186,27186
16511,27186,27186
16512,27186,27186
16513,27186,27186
16514,27186,27186
16515,27186,27186
16516,27186,27186
16517,27186,27186
16518,27186,27186
16519,27186,27186
16520,27186,27186
16521,27186,27186
16522,27186,27186
16523,27186,27186
16524,27186,27186
16525,27186,27186
16526,27186,27186
16527,27186,27186
16528,27186,27186
16529,27186,27186
16530,27186,27186
16531,27186,27186
16532,27186,27186
16533,27186,27186
16534,27186,27186
16535,27186,27186
16536,27186,27186
16537,27186,27186
16538,27186,27186
16539,27186,27186
16540,27186,27186
16541,27186,27186
16542,27186,27186
16543,27186,27186
16544,27186,27186
16545,27186,27186
16546,27186,27186
16547,27186,27186
16548,27186,27186
16549,27186,27186
16550,27186,27186
16551,27186,27186
16552,27186,27186
16553,27186,27186
16554,27186,27186
16555,27186,27186
16556,27186,27186
16557,27186,27186
16558,27186,27186
16559,27186,27186
16560,27186,27186
16561,27186,27186
16562,27186,27186
16563,27186,27186
16564,27186,27186
16565,27186,27186
16566,27186,27186
16567,27186,27186
16568,27186,27186
16569,27186,27186
16570,27186,27186
16571,27186,27186
16572,27186,27186
16573,27186,27186
16574,27186,27186
16575,27186,27186
16576,27186,27186
16577,27186,27186
16578,27186,27186
16579,27186,27186
16580,27186,27186
16581,27186,27186
16582,27186,27186
16583,27186,27186
16584,27186,27186
16585,27186,27186
16586,27186,27186
16587,27186,27186
16588,27186,27186
16589,27186,27186
16590,27186,27186
16591,27186,27186
16592,27186,27186
16593,27186,27186
16594,27186,27186
16595,27186,27186
16596,27186,27186
16597,27186,27186
16598,27186,27186
16599,27186,27186
16600,27186,27186
16601,27186,27186
16602,27186,27186
16603,27186,27186
16604,27186,27186
16605,27186,27186
16606,27186,27186
16607,27186,27186
16608,27186,27186
16609,27186,27186
16610,27186,27186
16611,27186,27186
16612,27186,27186
16613,27186,27186
16614,27186,27186
16615,27186,27186
16616,27186,27186
16617,27186,27186
16618,27186,27186
16619,27186,27186
16620,27186,27186
16621,27186,27186
16622,27186,27186
16623,27186,27186
16624,27186,27186
16625,27186,27186
16626,27186,27186
16627,27186,27186
16628,27186,27186
16629,27186,27186
16630,27186,27186
16631,27186,27186
16632,27186,27186
16633,27186,27186
16634,27186,27186
16635,27186,27186
16636,27186,27186
16637,27186,27186
16638,27186,27186
16639,27186,27186
16640,27186,27186
16641,27186,27186
16642,27186,27186
16643,27186,27186
16644,27186,27186
16645,27186,27186
16646,27186,27186
16647,27186,27186
16648,27186,27186
16649,27186,27186
16650,27186,27186
16651,27186,27186
16652,27186,27186
16653,27186,27186
16654,27186,27186
16655,27186,27186
16656,27186,27186
16657,27186,27186
16658,27186,27186
16659,27186,27186
16660,27186,27186
16661,27186,27186
16662,27186,27186
16663,27186,27186
16664,27186,27186
16665,27186,27186
16666,27186,27186
16667,27186,27186
16668,27186,27186
16669,27186,27186
16670,27186,27186
16671,27186,27186
16672,27186,27186
16673,27186,27186
16674,27186,27186
16675,27186,27186
16676,27186,27186
16677,27186,27186
16678,27186,27186
16679,27186,27186
16680,27186,27186
16681,27186,27186
16682,27186,27186
16683,27186,27186
16684,27186,27186
16685,27186,27186
16686,27186,27186
16687,27186,27186
16688,27186,27186
16689,27186,27186
16690,27186,27186
16691,27186,27186
16692,27186,27186
16693,27186,27186
16694,27186,27186
16695,27186,27186
16696,27186,27186
16697,27186,27186
16698,27186,27186
16699,27186,27186
16700,27186,27186
16701,27186,27186
16702,27186,27186
16703,27186,27186
16704,27186,27186
16705,27186,27186
16706,27186,27186
16707,27186,27186
16708,27186,27186
16709,27186,27186
16710,27186,27186
16711,27186,27186
16712,27186,27186
16713,27186,27186
16714,27186,27186
16715,27186,27186
16716,27186,27186
16717,27186,27186
16718,27186,27186
16719,27186,27186
16720,27186,27186
16721,27186,27186
16722,27186,27186
16723,27186,27186
16724,27186,27186
16725,27186,27186
16726,27186,27186
16727,27186,27186
16728,27186,27186
16729,27186,27186
16730,27186,27186
16731,27186,27186
16732,27186,27186
16733,27186,27186
16734,27186,27186
16735,27186,27186
16736,27186,27186
16737,27186,27186
16738,27186,27186
16739,27186,27186
16740,27186,27186
16741,27186,27186
16742,27186,27186
16743,27186,27186
16744,27186,27186
16745,27186,27186
16746,27186,27186
16747,27186,27186
16748,27186,27186
16749,27186,27186
16750,27186,27186
16751,27186,27186
16752,27186,27186
16753,27186,27186
16754,27186,27186
16755,27186,27186
16756,27186,27186
16757,27186,27186
16758,27186,27186
16759,27186,27186
16760,27186,27186
16761,27186,27186
16762,27186,27186
16763,27186,27186
16764,27186,27186
16765,27186,27186
16766,27186,27186
16767,27186,27186
16768,27186,27186
16769,27186,27186
16770,27186,27186
16771,27186,27186
16772,27186,27186
16773,27186,27186
16774,27186,27186
16775,27186,27186
16776,27186,27186
16777,27186,27186
16778,27186,27186
16779,27186,27186
16780,27186,27186
16781,27186,27186
16782,27186,27186
16783,27186,27186
16784,27186,27186
16785,27186,27186
16786,27186,27186
16787,27186,27186
16788,27186,27186
16789,27186,27186
16790,27186,27186
16791,27186,27186
16792,27186,27186
16793,27186,27186
16794,27186,27186
16795,27186,27186
16796,27186,27186
16797,27186,27186
16798,27186,27186
16799,27186,27186
16800,27186,27186
16801,27186,27186
16802,27186,27186
16803,27186,27186
16804,27186,27186
16805,27186,27186
16806,27186,27186
16807,27186,27186
16808,27186,27186
16809,27186,27186
16810,27186,27186
16811,27186,27186
16812,27186,27186
16813,27186,27186
16814,27186,27186
16815,27186,27186
16816,27186,27186
16817,27186,27186
16818,27186,27186
16819,27186,27186
16820,27186,27186
16821,27186,27186
16822,27186,27186
16823,27186,27186
16824,27186,27186
16825,27186,27186
16826,27186,27186
16827,27186,27186
16828,27186,27186
16829,27186,27186
16830,27186,27186
16831,27186,27186
16832,27186,27186
16833,27186,27186
16834,27186,27186
16835,27186,27186
16836,27186,27186
16837,27186,27186
16838,27186,27186
16839,27186,27186
16840,27186,27186
16841,27186,27186
16842,27186,27186
16843,27186,27186
16844,27186,27186
16845,27186,27186
16846,27186,27186
16847,27186,27186
16848,27186,27186
16849,27186,27186
16850,27186,27186
16851,27186,27186
16852,27186,27186
16853,27186,27186
16854,27186,27186
16855,27186,27186
16856,27186,27186
16857,27186,27186
16858,27186,27186
16859,27186,27186
16860,27186,27186
16861,27186,27186
16862,27186,27186
16863,27186,27186
16864,27186,27186
16865,27186,27186
16866,27186,27186
16867,27186,27186
16868,27186,27186
16869,27186,27186
16870,27186,27186
16871,27186,27186
16872,27186,27186
16873,27186,27186
16874,27186,27186
16875,27186,27186
16876,27186,27186
16877,27186,27186
16878,27186,27186
16879,27186,27186
16880,27186,27186
16881,27186,27186
16882,27186,27186
16883,27186,27186
16884,27186,27186
16885,27186,27186
16886,27186,27186
16887,27186,27186
16888,27186,27186
16889,27186,27186
16890,27186,27186
16891,27186,27186
16892,27186,27186
16893,27186,27186
16894,27186,27186
16895,27186,27186
16896,27186,27186
16897,27186,27186
16898,27186,27186
16899,27186,27186
16900,27186,27186
16901,27186,27186
16902,27186,27186
16903,27186,27186
16904,27186,27186
16905,27186,27186
16906,27186,27186
16907,27186,27186
16908,27186,27186
16909,27186,27186
16910,27186,27186
16911,27186,27186
16912,27186,27186
16913,27186,27186
16914,27186,27186
16915,27186,27186
16916,27186,27186
16917,27186,27186
16918,27186,27186
16919,27186,27186
16920,27186,27186
16921,27186,27186
16922,27186,27186
16923,27186,27186
16924,27186,27186
16925,27186,27186
16926,27186,27186
16927,27186,27186
16928,27186,27186
16929,27186,27186
16930,27186,27186
16931,27186,27186
16932,27186,27186
16933,27186,27186
16934,27186,27186
16935,27186,27186
16936,27186,27186
16937,27186,27186
16938,27186,27186
16939,27186,27186
16940,27186,27186
16941,27186,27186
16942,27186,27186
16943,27186,27186
16944,27186,27186
16945,27186,27186
16946,27186,27186
16947,27186,27186
16948,27186,27186
16949,27186,27186
16950,27186,27186
16951,27186,27186
16952,27186,27186
16953,27186,27186
16954,27186,27186
16955,27186,27186
16956,27186,27186
16957,27186,27186
16958,27186,27186
16959,27186,27186
16960,27186,27186
16961,27186,27186
16962,27186,27186
16963,27186,27186
16964,27186,27186
16965,27186,27186
16966,27186,27186
16967,27186,27186
16968,27186,27186
16969,27186,27186
16970,27186,27186
16971,27186,27186
16972,27186,27186
16973,27186,27186
16974,27186,27186
16975,27186,27186
16976,27186,27186
16977,27186,27186
16978,27186,27186
16979,27186,27186
16980,27186,27186
16981,27186,27186
16982,27186,27186
16983,27186,27186
16984,27186,27186
16985,27186,27186
16986,27186,27186
16987,27186,27186
16988,27186,27186
16989,27186,27186
16990,27186,27186
16991,27186,27186
16992,27186,27186
16993,27186,27186
16994,27186,27186
16995,27186,27186
16996,27186,27186
16997,27186,27186
16998,27186,27186
16999,27186,27186
17000,27186,27186
17001,27186,27186
17002,27186,27186
17003,27186,27186
17004,27186,27186
17005,27186,27186
17006,27186,27186
17007,27186,27186
17008,27186,27186
17009,27186,27186
17010,27186,27186
17011,27186,27186
17012,27186,27186
17013,27186,27186
17014,27186,27186
17015,27186,27186
17016,27186,27186
17017,27186,27186
17018,27186,27186
17019,27186,27186
17020,27186,27186
17021,27186,27186
17022,27186,27186
17023,27186,27186
17024,27186,27186
17025,27186,27186
17026,27186,27186
17027,27186,27186
17028,27186,27186
17029,27186,27186
17030,27186,27186
17031,27186,27186
17032,27186,27186
17033,27186,27186
17034,27186,27186
17035,27186,27186
17036,27186,27186
17037,27186,27186
17038,27186,27186
17039,27186,27186
17040,27186,27186
17041,27186,27186
17042,27186,27186
17043,27186,27186
17044,27186,27186
17045,27186,27186
17046,27186,27186
17047,27186,27186
17048,27186,27186
17049,27186,27186
17050,27186,27186
17051,27186,27186
17052,27186,27186
17053,27186,27186
17054,27186,27186
17055,27186,27186
17056,27186,27186
17057,27186,27186
17058,27186,27186
17059,27186,27186
17060,27186,27186
17061,27186,27186
17062,27186,27186
17063,27186,27186
17064,27186,27186
17065,27186,27186
17066,27186,27186
17067,27186,27186
17068,27186,27186
17069,27186,27186
17070,27186,27186
17071,27186,27186
17072,27186,27186
17073,27186,27186
17074,27186,27186
17075,27186,27186
17076,27186,27186
17077,27186,27186
17078,27186,27186
17079,27186,27186
17080,27186,27186
17081,27186,27186
17082,27186,27186
17083,27186,27186
17084,27186,27186
17085,27186,27186
17086,27186,27186
17087,27186,27186
17088,27186,27186
17089,27186,27186
17090,27186,27186
17091,27186,27186
17092,27186,27186
17093,27186,27186
17094,27186,27186
17095,27186,27186
17096,27186,27186
17097,27186,27186
17098,27186,27186
17099,27186,27186
17100,27186,27186
17101,27186,27186
17102,27186,27186
17103,27186,27186
17104,27186,27186
17105,27186,27186
17106,27186,27186
17107,27186,27186
17108,27186,27186
17109,27186,27186
17110,27186,27186
17111,27186,27186
17112,27186,27186
17113,27186,27186
17114,27186,27186
17115,27186,27186
17116,27186,27186
17117,27186,27186
17118,27186,27186
17119,27186,27186
17120,27186,27186
17121,27186,27186
17122,27186,27186
17123,27186,27186
17124,27186,27186
17125,27186,27186
17126,27186,27186
17127,27186,27186
17128,27186,27186
17129,27186,27186
17130,27186,27186
17131,27186,27186
17132,27186,27186
17133,27186,27186
17134,27186,27186
17135,27186,27186
17136,27186,27186
17137,27186,27186
17138,27186,27186
17139,27186,27186
17140,27186,27186
17141,27186,27186
17142,27186,27186
17143,27186,27186
17144,27186,27186
17145,27186,27186
17146,27186,27186
17147,27186,27186
17148,27186,27186
17149,27186,27186
17150,27186,27186
17151,27186,27186
17152,27186,27186
17153,27186,27186
17154,27186,27186
17155,27186,27186
17156,27186,27186
17157,27186,27186
17158,27186,27186
17159,27186,27186
17160,27186,27186
17161,27186,27186
17162,27186,27186
17163,27186,27186
17164,27186,27186
17165,27186,27186
17166,27186,27186
17167,27186,27186
17168,27186,27186
17169,27186,27186
17170,27186,27186
17171,27186,27186
17172,27186,27186
17173,27186,27186
17174,27186,27186
17175,27186,27186
17176,27186,27186
17177,27186,27186
17178,27186,27186
17179,27186,27186
17180,27186,27186
17181,27186,27186
17182,27186,27186
17183,27186,27186
17184,27186,27186
17185,27186,27186
17186,27186,27186
17187,27186,27186
17188,27186,27186
17189,27186,27186
17190,27186,27186
17191,27186,27186
17192,27186,27186
17193,27186,27186
17194,27186,27186
17195,27186,27186
17196,27186,27186
17197,27186,27186
17198,27186,27186
17199,27186,27186
17200,27186,27186
17201,27186,27186
17202,27186,27186
17203,27186,27186
17204,27186,27186
17205,27186,27186
17206,27186,27186
17207,27186,27186
17208,27186,27186
17209,27186,27186
17210,27186,27186
17211,27186,27186
17212,27186,27186
17213,27186,27186
17214,27186,27186
17215,27186,27186
17216,27186,27186
17217,27186,27186
17218,27186,27186
17219,27186,27186
17220,27186,27186
17221,27186,27186
17222,27186,27186
17223,27186,27186
17224,27186,27186
17225,27186,27186
17226,27186,27186
17227,27186,27186
17228,27186,27186
17229,27186,27186
17230,27186,27186
17231,27186,27186
17232,27186,27186
17233,27186,27186
17234,27186,27186
17235,27186,27186
17236,27186,27186
17237,27186,27186
17238,27186,27186
17239,27186,27186
17240,27186,27186
17241,27186,27186
17242,27186,27186
17243,27186,27186
17244,27186,27186
17245,27186,27186
17246,27186,27186
17247,27186,27186
17248,27186,27186
17249,27186,27186
17250,27186,27186
17251,27186,27186
17252,27186,27186
17253,27186,27186
17254,27186,27186
17255,27186,27186
17256,27186,27186
17257,27186,27186
17258,27186,27186
17259,27186,27186
17260,27186,27186
17261,27186,27186
17262,27186,27186
17263,27186,27186
17264,27186,27186
17265,27186,27186
17266,27186,27186
17267,27186,27186
17268,27186,27186
17269,27186,27186
17270,27186,27186
17271,27186,27186
17272,27186,27186
17273,27186,27186
17274,27186,27186
17275,27186,27186
17276,27186,27186
17277,27186,27186
17278,27186,27186
17279,27186,27186
17280,27186,27186
17281,27186,27186
17282,27186,27186
17283,27186,27186
17284,27186,27186
17285,27186,27186
17286,27186,27186
17287,27186,27186
17288,27186,27186
17289,27186,27186
17290,27186,27186
17291,27186,27186
17292,27186,27186
17293,27186,27186
17294,27186,27186
17295,27186,27186
17296,27186,27186
17297,27186,27186
17298,27186,27186
17299,27186,27186
17300,27186,27186
17301,27186,27186
17302,27186,27186
17303,27186,27186
17304,27186,27186
17305,27186,27186
17306,27186,27186
17307,27186,27186
17308,27186,27186
17309,27186,27186
17310,27186,27186
17311,27186,27186
17312,27186,27186
17313,27186,27186
17314,27186,27186
17315,27186,27186
17316,27186,27186
17317,27186,27186
17318,27186,27186
17319,27186,27186
17320,27186,27186
17321,27186,27186
17322,27186,27186
17323,27186,27186
17324,27186,27186
17325,27186,27186
17326,27186,27186
17327,27186,27186
17328,27186,27186
17329,27186,27186
17330,27186,27186
17331,27186,27186
17332,27186,27186
17333,27186,27186
17334,27186,27186
17335,27186,27186
17336,27186,27186
17337,27186,27186
17338,27186,27186
17339,27186,27186
17340,27186,27186
17341,27186,27186
17342,27186,27186
17343,27186,27186
17344,27186,27186
17345,27186,27186
17346,27186,27186
17347,27186,27186
17348,27186,27186
17349,27186,27186
17350,27186,27186
17351,27186,27186
17352,27186,27186
17353,27186,27186
17354,27186,27186
17355,27186,27186
17356,27186,27186
17357,27186,27186
17358,27186,27186
17359,27186,27186
17360,27186,27186
17361,27186,27186
17362,27186,27186
17363,27186,27186
17364,27186,27186
17365,27186,27186
17366,27186,27186
17367,27186,27186
17368,27186,27186
17369,27186,27186
17370,27186,27186
17371,27186,27186
17372,27186,27186
17373,27186,27186
17374,27186,27186
17375,27186,27186
17376,27186,27186
17377,27186,27186
17378,27186,27186
17379,27186,27186
17380,27186,27186
17381,27186,27186
17382,27186,27186
17383,27186,27186
17384,27186,27186
17385,27186,27186
17386,27186,27186
17387,27186,27186
17388,27186,27186
17389,27186,27186
17390,27186,27186
17391,27186,27186
17392,27186,27186
17393,27186,27186
17394,27186,27186
17395,27186,27186
17396,27186,27186
17397,27186,27186
17398,27186,27186
17399,27186,27186
17400,27186,27186
17401,27186,27186
17402,27186,27186
17403,27186,27186
17404,27186,27186
17405,27186,27186
17406,27186,27186
17407,27186,27186
17408,27186,27186
17409,27186,27186
17410,27186,27186
17411,27186,27186
17412,27186,27186
17413,27186,27186
17414,27186,27186
17415,27186,27186
17416,27186,27186
17417,27186,27186
17418,27186,27186
17419,27186,27186
17420,27186,27186
17421,27186,27186
17422,27186,27186
17423,27186,27186
17424,27186,27186
17425,27186,27186
17426,27186,27186
17427,27186,27186
17428,27186,27186
17429,27186,27186
17430,27186,27186
17431,27186,27186
17432,27186,27186
17433,27186,27186
17434,27186,27186
17435,27186,27186
17436,27186,27186
17437,27186,27186
17438,27186,27186
17439,27186,27186
17440,27186,27186
17441,27186,27186
17442,27186,27186
17443,27186,27186
17444,27186,27186
17445,27186,27186
17446,27186,27186
17447,27186,27186
17448,27186,27186
17449,27186,27186
17450,27186,27186
17451,27186,27186
17452,27186,27186
17453,27186,27186
17454,27186,27186
17455,27186,27186
17456,27186,27186
17457,27186,27186
17458,27186,27186
17459,27186,27186
17460,27186,27186
17461,27186,27186
17462,27186,27186
17463,27186,27186
17464,27186,27186
17465,27186,27186
17466,27186,27186
17467,27186,27186
17468,27186,27186
17469,27186,27186
17470,27186,27186
17471,27186,27186
17472,27186,27186
17473,27186,27186
17474,27186,27186
17475,27186,27186
17476,27186,27186
17477,27186,27186
17478,27186,27186
17479,27186,27186
17480,27186,27186
17481,27186,27186
17482,27186,27186
17483,27186,27186
17484,27186,27186
17485,27186,27186
17486,27186,27186
17487,27186,27186
17488,27186,27186
17489,27186,27186
17490,27186,27186
17491,27186,27186
17492,27186,27186
17493,27186,27186
17494,27186,27186
17495,27186,27186
17496,27186,27186
17497,27186,27186
17498,27186,27186
17499,27186,27186
17500,27186,27186
17501,27186,27186
17502,27186,27186
17503,27186,27186
17504,27186,27186
17505,27186,27186
17506,27186,27186
17507,27186,27186
17508,27186,27186
17509,27186,27186
17510,27186,27186
17511,27186,27186
17512,27186,27186
17513,27186,27186
17514,27186,27186
17515,27186,27186
17516,27186,27186
17517,27186,27186
17518,27186,27186
17519,27186,27186
17520,27186,27186
17521,27186,27186
17522,27186,27186
17523,27186,27186
17524,27186,27186
17525,27186,27186
17526,27186,27186
17527,27186,27186
17528,27186,27186
17529,27186,27186
17530,27186,27186
17531,27186,27186
17532,27186,27186
17533,27186,27186
17534,27186,27186
17535,27186,27186
17536,27186,27186
17537,27186,27186
17538,27186,27186
17539,27186,27186
17540,27186,27186
17541,27186,27186
17542,27186,27186
17543,27186,27186
17544,27186,27186
17545,27186,27186
17546,27186,27186
17547,27186,27186
17548,27186,27186
17549,27186,27186
17550,27186,27186
17551,27186,27186
17552,27186,27186
17553,27186,27186
17554,27186,27186
17555,27186,27186
17556,27186,27186
17557,27186,27186
17558,27186,27186
17559,27186,27186
17560,27186,27186
17561,27186,27186
17562,27186,27186
17563,27186,27186
17564,27186,27186
17565,27186,27186
17566,27186,27186
17567,27186,27186
17568,27186,27186
17569,27186,27186
17570,27186,27186
17571,27186,27186
17572,27186,27186
17573,27186,27186
17574,27186,27186
17575,27186,27186
17576,27186,27186
17577,27186,27186
17578,27186,27186
17579,27186,27186
17580,27186,27186
17581,27186,27186
17582,27186,27186
17583,27186,27186
17584,27186,27186
17585,27186,27186
17586,27186,27186
17587,27186,27186
17588,27186,27186
17589,27186,27186
17590,27186,27186
17591,27186,27186
17592,27186,27186
17593,27186,27186
17594,27186,27186
17595,27186,27186
17596,27186,27186
17597,27186,27186
17598,27186,27186
17599,27186,27186
17600,27186,27186
17601,27186,27186
17602,27186,27186
17603,27186,27186
17604,27186,27186
17605,27186,27186
17606,27186,27186
17607,27186,27186
17608,27186,27186
17609,27186,27186
17610,27186,27186
17611,27186,27186
17612,27186,27186
17613,27186,27186
17614,27186,27186
17615,27186,27186
17616,27186,27186
17617,27186,27186
17618,27186,27186
17619,27186,27186
17620,27186,27186
17621,27186,27186
17622,27186,27186
17623,27186,27186
17624,27186,27186
17625,27186,27186
17626,27186,27186
17627,27186,27186
17628,27186,27186
17629,27186,27186
17630,27186,27186
17631,27186,27186
17632,27186,27186
17633,27186,27186
17634,27186,27186
17635,27186,27186
17636,27186,27186
17637,27186,27186
17638,27186,27186
17639,27186,27186
17640,27186,27186
17641,27186,27186
17642,27186,27186
17643,27186,27186
17644,27186,27186
17645,27186,27186
17646,27186,27186
17647,27186,27186
17648,27186,27186
17649,27186,27186
17650,27186,27186
17651,27186,27186
17652,27186,27186
17653,27186,27186
17654,27186,27186
17655,27186,27186
17656,27186,27186
17657,27186,27186
17658,27186,27186
17659,27186,27186
17660,27186,27186
17661,27186,27186
17662,27186,27186
17663,27186,27186
17664,27186,27186
17665,27186,27186
17666,27186,27186
17667,27186,27186
17668,27186,27186
17669,27186,27186
17670,27186,27186
17671,27186,27186
17672,27186,27186
17673,27186,27186
17674,27186,27186
17675,27186,27186
17676,27186,27186
17677,27186,27186
17678,27186,27186
17679,27186,27186
17680,27186,27186
17681,27186,27186
17682,27186,27186
17683,27186,27186
17684,27186,27186
17685,27186,27186
17686,27186,27186
17687,27186,27186
17688,27186,27186
17689,27186,27186
17690,27186,27186
17691,27186,27186
17692,27186,27186
17693,27186,27186
17694,27186,27186
17695,27186,27186
17696,27186,27186
17697,27186,27186
17698,27186,27186
17699,27186,27186
17700,27186,27186
17701,27186,27186
17702,27186,27186
17703,27186,27186
17704,27186,27186
17705,27186,27186
17706,27186,27186
17707,27186,27186
17708,27186,27186
17709,27186,27186
17710,27186,27186
17711,27186,27186
17712,27186,27186
17713,27186,27186
17714,27186,27186
17715,27186,27186
17716,27186,27186
17717,27186,27186
17718,27186,27186
17719,27186,27186
17720,27186,27186
17721,27186,27186
17722,27186,27186
17723,27186,27186
17724,27186,27186
17725,27186,27186
17726,27186,27186
17727,27186,27186
17728,27186,27186
17729,27186,27186
17730,27186,27186
17731,27186,27186
17732,27186,27186
17733,27186,27186
17734,27186,27186
17735,27186,27186
17736,27186,27186
17737,27186,27186
17738,27186,27186
17739,27186,27186
17740,27186,27186
17741,27186,27186
17742,27186,27186
17743,27186,27186
17744,27186,27186
17745,27186,27186
17746,27186,27186
17747,27186,27186
17748,27186,27186
17749,27186,27186
17750,27186,27186
17751,27186,27186
17752,27186,27186
17753,27186,27186
17754,27186,27186
17755,27186,27186
17756,27186,27186
17757,27186,27186
17758,27186,27186
17759,27186,27186
17760,27186,27186
17761,27186,27186
17762,27186,27186
17763,27186,27186
17764,27186,27186
17765,27186,27186
17766,27186,27186
17767,27186,27186
17768,27186,27186
17769,27186,27186
17770,27186,27186
17771,27186,27186
17772,27186,27186
17773,27186,27186
17774,27186,27186
17775,27186,27186
17776,27186,27186
17777,27186,27186
17778,27186,27186
17779,27186,27186
17780,27186,27186
17781,27186,27186
17782,27186,27186
17783,27186,27186
17784,27186,27186
17785,27186,27186
17786,27186,27186
17787,27186,27186
17788,27186,27186
17789,27186,27186
17790,27186,27186
17791,27186,27186
17792,27186,27186
17793,27186,27186
17794,27186,27186
17795,27186,27186
17796,27186,27186
17797,27186,27186
17798,27186,27186
17799,27186,27186
17800,27186,27186
17801,27186,27186
17802,27186,27186
17803,27186,27186
17804,27186,27186
17805,27186,27186
17806,27186,27186
17807,27186,27186
17808,27186,27186
17809,27186,27186
17810,27186,27186
17811,27186,27186
17812,27186,27186
17813,27186,27186
17814,27186,27186
17815,27186,27186
17816,27186,27186
17817,27186,27186
17818,27186,27186
17819,27186,27186
17820,27186,27186
17821,27186,27186
17822,27186,27186
17823,27186,27186
17824,27186,27186
17825,27186,27186
17826,27186,27186
17827,27186,27186
17828,27186,27186
17829,27186,27186
17830,27186,27186
17831,27186,27186
17832,27186,27186
17833,27186,27186
17834,27186,27186
17835,27186,27186
17836,27186,27186
17837,27186,27186
17838,27186,27186
17839,27186,27186
17840,27186,27186
17841,27186,27186
17842,27186,27186
17843,27186,27186
17844,27186,27186
17845,27186,27186
17846,27186,27186
17847,27186,27186
17848,27186,27186
17849,27186,27186
17850,27186,27186
17851,27186,27186
17852,27186,27186
17853,27186,27186
17854,27186,27186
17855,27186,27186
17856,27186,27186
17857,27186,27186
17858,27186,27186
17859,27186,27186
17860,27186,27186
17861,27186,27186
17862,27186,27186
17863,27186,27186
17864,27186,27186
17865,27186,27186
17866,27186,27186
17867,27186,27186
17868,27186,27186
17869,27186,27186
17870,27186,27186
17871,27186,27186
17872,27186,27186
17873,27186,27186
17874,27186,27186
17875,27186,27186
17876,27186,27186
17877,27186,27186
17878,27186,27186
17879,27186,27186
17880,27186,27186
17881,27186,27186
17882,27186,27186
17883,27186,27186
17884,27186,27186
17885,27186,27186
17886,27186,27186
17887,27186,27186
17888,27186,27186
17889,27186,27186
17890,27186,27186
17891,27186,27186
17892,27186,27186
17893,27186,27186
17894,27186,27186
17895,27186,27186
17896,27186,27186
17897,27186,27186
17898,27186,27186
17899,27186,27186
17900,27186,27186
17901,27186,27186
17902,27186,27186
17903,27186,27186
17904,27186,27186
17905,27186,27186
17906,27186,27186
17907,27186,27186
17908,27186,27186
17909,27186,27186
17910,27186,27186
17911,27186,27186
17912,27186,27186
17913,27186,27186
17914,27186,27186
17915,27186,27186
17916,27186,27186
17917,27186,27186
17918,27186,27186
17919,27186,27186
17920,27186,27186
17921,27186,27186
17922,27186,27186
17923,27186,27186
17924,27186,27186
17925,27186,27186
17926,27186,27186
17927,27186,27186
17928,27186,27186
17929,27186,27186
17930,27186,27186
17931,27186,27186
17932,27186,27186
17933,27186,27186
17934,27186,27186
17935,27186,27186
17936,27186,27186
17937,27186,27186
17938,27186,27186
17939,27186,27186
17940,27186,27186
17941,27186,27186
17942,27186,27186
17943,27186,27186
17944,27186,27186
17945,27186,27186
17946,27186,27186
17947,27186,27186
17948,27186,27186
17949,27186,27186
17950,27186,27186
17951,27186,27186
17952,27186,27186
17953,27186,27186
17954,27186,27186
17955,27186,27186
17956,27186,27186
17957,27186,27186
17958,27186,27186
17959,27186,27186
17960,27186,27186
17961,27186,27186
17962,27186,27186
17963,27186,27186
17964,27186,27186
17965,27186,27186
17966,27186,27186
17967,27186,27186
17968,27186,27186
17969,27186,27186
17970,27186,27186
17971,27186,27186
17972,27186,27186
17973,27186,27186
17974,27186,27186
17975,27186,27186
17976,27186,27186
17977,27186,27186
17978,27186,27186
17979,27186,27186
17980,27186,27186
17981,27186,27186
17982,27186,27186
17983,27186,27186
17984,27186,27186
17985,27186,27186
17986,27186,27186
17987,27186,27186
17988,27186,27186
17989,27186,27186
17990,27186,27186
17991,27186,27186
17992,27186,27186
17993,27186,27186
17994,27186,27186
17995,27186,27186
17996,27186,27186
17997,27186,27186
17998,27186,27186
17999,27186,27186
18000,27186,27186
18001,27186,27186
18002,27186,27186
18003,27186,27186
18004,27186,27186
18005,27186,27186
18006,27186,27186
18007,27186,27186
18008,27186,27186
18009,27186,27186
18010,27186,27186
18011,27186,27186
18012,27186,27186
18013,27186,27186
18014,27186,27186
18015,27186,27186
18016,27186,27186
18017,27186,27186
18018,27186,27186
18019,27186,27186
18020,27186,27186
18021,27186,27186
